province_name,year,index_score,topic_name
اردبیل,1403,4.5704575,دانش و سرمایه انسانی
اصفهان,1403,53.164539,دانش و سرمایه انسانی
البرز,1403,26.118462,دانش و سرمایه انسانی
ایلام,1403,22.885363,دانش و سرمایه انسانی
بوشهر,1403,21.787374,دانش و سرمایه انسانی
تهران,1403,5.4380622,دانش و سرمایه انسانی
خراسان جنوبی,1403,5.4882927,دانش و سرمایه انسانی
خراسان رضوی,1403,1.9592781,دانش و سرمایه انسانی
خراسان شمالی,1403,38.248917,دانش و سرمایه انسانی
خوزستان,1403,32.902721,دانش و سرمایه انسانی
زنجان,1403,19.69437,دانش و سرمایه انسانی
سمنان,1403,23.088366,دانش و سرمایه انسانی
سیستان و بلوچستان,1403,.1550644,دانش و سرمایه انسانی
فارس,1403,19.322475,دانش و سرمایه انسانی
قزوین,1403,14.65811,دانش و سرمایه انسانی
قم,1403,23.080172,دانش و سرمایه انسانی
کردستان,1403,.30407554,دانش و سرمایه انسانی
کرمان,1403,7.4838467,دانش و سرمایه انسانی
کرمانشاه,1403,50.729488,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1403,29.961786,دانش و سرمایه انسانی
لرستان,1403,24.136314,دانش و سرمایه انسانی
مازندران,1403,18.622143,دانش و سرمایه انسانی
مرکزی,1403,45.092838,دانش و سرمایه انسانی
هرمزگان,1403,1.7260362,دانش و سرمایه انسانی
همدان,1403,9.7830648,دانش و سرمایه انسانی
چهارمحال و بختیاری,1403,21.059649,دانش و سرمایه انسانی
کل کشور,1403,.90564847,دانش و سرمایه انسانی
گلستان,1403,4.631732,دانش و سرمایه انسانی
گیلان,1403,3.2674193,دانش و سرمایه انسانی
یزد,1403,31.667234,دانش و سرمایه انسانی
آذربایجان شرقی,1395,18.83692,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1395,4.083725,معیشت و فرهنگ اقتصادی
اردبیل,1395,.84798998,معیشت و فرهنگ اقتصادی
اصفهان,1395,8.5977316,معیشت و فرهنگ اقتصادی
البرز,1395,64.176437,معیشت و فرهنگ اقتصادی
ایلام,1395,21.285658,معیشت و فرهنگ اقتصادی
بوشهر,1395,56.577969,معیشت و فرهنگ اقتصادی
تهران,1395,70.616669,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1395,16.292883,معیشت و فرهنگ اقتصادی
خراسان رضوی,1395,.15679885,معیشت و فرهنگ اقتصادی
خراسان شمالی,1395,8.6931305,معیشت و فرهنگ اقتصادی
خوزستان,1395,10.382656,معیشت و فرهنگ اقتصادی
زنجان,1395,29.141764,معیشت و فرهنگ اقتصادی
سمنان,1395,3.530206,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1395,.30884072,معیشت و فرهنگ اقتصادی
فارس,1395,28.096298,معیشت و فرهنگ اقتصادی
قزوین,1395,16.810068,معیشت و فرهنگ اقتصادی
قم,1395,42.538544,معیشت و فرهنگ اقتصادی
کردستان,1395,3.2063894,معیشت و فرهنگ اقتصادی
کرمان,1395,38.912731,معیشت و فرهنگ اقتصادی
کرمانشاه,1395,.16385666,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1395,1.5072088,معیشت و فرهنگ اقتصادی
لرستان,1395,3.4769249,معیشت و فرهنگ اقتصادی
مازندران,1395,34.795513,معیشت و فرهنگ اقتصادی
مرکزی,1395,16.050045,معیشت و فرهنگ اقتصادی
هرمزگان,1395,41.485004,معیشت و فرهنگ اقتصادی
همدان,1395,22.675514,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1395,70.213509,معیشت و فرهنگ اقتصادی
کل کشور,1395,12.375998,معیشت و فرهنگ اقتصادی
گلستان,1395,7.9395919,معیشت و فرهنگ اقتصادی
گیلان,1395,31.401499,معیشت و فرهنگ اقتصادی
یزد,1395,60.134914,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1396,20.587687,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1396,43.872349,معیشت و فرهنگ اقتصادی
اردبیل,1396,25.523098,معیشت و فرهنگ اقتصادی
اصفهان,1396,18.997478,معیشت و فرهنگ اقتصادی
البرز,1396,30.92218,معیشت و فرهنگ اقتصادی
ایلام,1396,15.993724,معیشت و فرهنگ اقتصادی
بوشهر,1396,37.956841,معیشت و فرهنگ اقتصادی
تهران,1396,41.069389,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1396,35.321213,معیشت و فرهنگ اقتصادی
خراسان رضوی,1396,14.635335,معیشت و فرهنگ اقتصادی
خراسان شمالی,1396,25.454391,معیشت و فرهنگ اقتصادی
خوزستان,1396,36.269066,معیشت و فرهنگ اقتصادی
زنجان,1396,59.716877,معیشت و فرهنگ اقتصادی
سمنان,1396,36.356087,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1396,1.0322288,معیشت و فرهنگ اقتصادی
فارس,1396,9.8814001,معیشت و فرهنگ اقتصادی
قزوین,1396,16.35289,معیشت و فرهنگ اقتصادی
قم,1396,14.302841,معیشت و فرهنگ اقتصادی
کردستان,1396,20.162535,معیشت و فرهنگ اقتصادی
کرمان,1396,33.103779,معیشت و فرهنگ اقتصادی
کرمانشاه,1396,2.1653478,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1396,26.553444,معیشت و فرهنگ اقتصادی
لرستان,1396,1.3303947,معیشت و فرهنگ اقتصادی
مازندران,1396,31.093699,معیشت و فرهنگ اقتصادی
مرکزی,1396,17.245434,معیشت و فرهنگ اقتصادی
هرمزگان,1396,36.504608,معیشت و فرهنگ اقتصادی
همدان,1396,32.940182,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1396,11.663192,معیشت و فرهنگ اقتصادی
کل کشور,1396,34.056549,معیشت و فرهنگ اقتصادی
گلستان,1396,3.7242224,معیشت و فرهنگ اقتصادی
گیلان,1396,7.4465332,معیشت و فرهنگ اقتصادی
یزد,1396,28.158133,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1397,48.930523,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1397,26.136532,معیشت و فرهنگ اقتصادی
اردبیل,1397,7.5432115,معیشت و فرهنگ اقتصادی
اصفهان,1397,27.743507,معیشت و فرهنگ اقتصادی
البرز,1397,34.57024,معیشت و فرهنگ اقتصادی
ایلام,1397,.21002933,معیشت و فرهنگ اقتصادی
بوشهر,1397,45.244171,معیشت و فرهنگ اقتصادی
تهران,1397,14.359987,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1397,17.72065,معیشت و فرهنگ اقتصادی
خراسان رضوی,1397,28.527428,معیشت و فرهنگ اقتصادی
خراسان شمالی,1397,45.908581,معیشت و فرهنگ اقتصادی
خوزستان,1397,17.394661,معیشت و فرهنگ اقتصادی
زنجان,1397,1.6212919,معیشت و فرهنگ اقتصادی
سمنان,1397,41.943909,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1397,.51681203,معیشت و فرهنگ اقتصادی
فارس,1397,41.62595,معیشت و فرهنگ اقتصادی
قزوین,1397,22.222828,معیشت و فرهنگ اقتصادی
قم,1397,15.858801,معیشت و فرهنگ اقتصادی
کردستان,1397,3.1899016,معیشت و فرهنگ اقتصادی
کرمان,1397,15.787008,معیشت و فرهنگ اقتصادی
کرمانشاه,1397,14.928633,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1397,42.94286,معیشت و فرهنگ اقتصادی
لرستان,1397,3.9181504,معیشت و فرهنگ اقتصادی
مازندران,1397,62.991894,معیشت و فرهنگ اقتصادی
مرکزی,1397,22.816578,معیشت و فرهنگ اقتصادی
هرمزگان,1397,21.174429,معیشت و فرهنگ اقتصادی
همدان,1397,23.705397,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1397,8.972538,معیشت و فرهنگ اقتصادی
کل کشور,1397,1.449451,معیشت و فرهنگ اقتصادی
گلستان,1397,.95755816,معیشت و فرهنگ اقتصادی
گیلان,1397,48.937893,معیشت و فرهنگ اقتصادی
یزد,1397,49.551373,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1398,4.694849,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1398,27.122402,معیشت و فرهنگ اقتصادی
اردبیل,1398,7.6776829,معیشت و فرهنگ اقتصادی
اصفهان,1398,34.873245,معیشت و فرهنگ اقتصادی
البرز,1398,9.2307835,معیشت و فرهنگ اقتصادی
ایلام,1398,8.2611237,معیشت و فرهنگ اقتصادی
بوشهر,1398,59.563828,معیشت و فرهنگ اقتصادی
تهران,1398,10.916117,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1398,6.2323837,معیشت و فرهنگ اقتصادی
خراسان رضوی,1398,20.614763,معیشت و فرهنگ اقتصادی
خراسان شمالی,1398,19.383486,معیشت و فرهنگ اقتصادی
خوزستان,1398,.20171703,معیشت و فرهنگ اقتصادی
زنجان,1398,46.266495,معیشت و فرهنگ اقتصادی
سمنان,1398,28.197918,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1398,.17971778,معیشت و فرهنگ اقتصادی
فارس,1398,37.548298,معیشت و فرهنگ اقتصادی
قزوین,1398,50.976501,معیشت و فرهنگ اقتصادی
قم,1398,8.1453876,معیشت و فرهنگ اقتصادی
کردستان,1398,2.2245045,معیشت و فرهنگ اقتصادی
کرمان,1398,13.818954,معیشت و فرهنگ اقتصادی
کرمانشاه,1398,10.169251,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1398,6.7167687,معیشت و فرهنگ اقتصادی
لرستان,1398,7.1772552,معیشت و فرهنگ اقتصادی
مازندران,1398,30.022272,معیشت و فرهنگ اقتصادی
مرکزی,1398,10.776764,معیشت و فرهنگ اقتصادی
هرمزگان,1398,10.4798,معیشت و فرهنگ اقتصادی
همدان,1398,21.285854,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1398,39.667221,معیشت و فرهنگ اقتصادی
کل کشور,1398,5.3691735,معیشت و فرهنگ اقتصادی
گلستان,1398,2.280833,معیشت و فرهنگ اقتصادی
گیلان,1398,48.941795,معیشت و فرهنگ اقتصادی
یزد,1398,16.098982,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1399,37.930195,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1399,73.077705,معیشت و فرهنگ اقتصادی
اردبیل,1399,.00021424261,معیشت و فرهنگ اقتصادی
اصفهان,1399,72.667175,معیشت و فرهنگ اقتصادی
البرز,1399,54.290981,معیشت و فرهنگ اقتصادی
ایلام,1399,9.0066156,معیشت و فرهنگ اقتصادی
بوشهر,1399,69.611923,معیشت و فرهنگ اقتصادی
تهران,1399,3.0921092,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1399,37.150352,معیشت و فرهنگ اقتصادی
خراسان رضوی,1399,18.395782,معیشت و فرهنگ اقتصادی
خراسان شمالی,1399,10.777969,معیشت و فرهنگ اقتصادی
خوزستان,1399,9.9779902,معیشت و فرهنگ اقتصادی
زنجان,1399,14.437735,معیشت و فرهنگ اقتصادی
سمنان,1399,41.681526,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1399,.11780286,معیشت و فرهنگ اقتصادی
فارس,1399,64.980644,معیشت و فرهنگ اقتصادی
قزوین,1399,57.417896,معیشت و فرهنگ اقتصادی
قم,1399,23.488449,معیشت و فرهنگ اقتصادی
کردستان,1399,15.909286,معیشت و فرهنگ اقتصادی
کرمان,1399,14.853407,معیشت و فرهنگ اقتصادی
کرمانشاه,1399,.91717887,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1399,11.338415,معیشت و فرهنگ اقتصادی
لرستان,1399,10.265214,معیشت و فرهنگ اقتصادی
مازندران,1399,1.965929,معیشت و فرهنگ اقتصادی
مرکزی,1399,13.00725,معیشت و فرهنگ اقتصادی
هرمزگان,1399,6.0116501,معیشت و فرهنگ اقتصادی
همدان,1399,31.045076,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1399,4.1053038,معیشت و فرهنگ اقتصادی
کل کشور,1399,29.898537,معیشت و فرهنگ اقتصادی
گلستان,1399,8.6318388,معیشت و فرهنگ اقتصادی
گیلان,1399,10.902712,معیشت و فرهنگ اقتصادی
یزد,1399,17.153816,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1400,5.5406795,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1400,33.877335,معیشت و فرهنگ اقتصادی
اردبیل,1400,18.097727,معیشت و فرهنگ اقتصادی
اصفهان,1400,36.227291,معیشت و فرهنگ اقتصادی
البرز,1400,3.7526345,معیشت و فرهنگ اقتصادی
ایلام,1400,7.284307,معیشت و فرهنگ اقتصادی
بوشهر,1400,.21712118,معیشت و فرهنگ اقتصادی
تهران,1400,31.352709,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1400,34.118587,معیشت و فرهنگ اقتصادی
خراسان رضوی,1400,21.880119,معیشت و فرهنگ اقتصادی
خراسان شمالی,1400,.3034291,معیشت و فرهنگ اقتصادی
خوزستان,1400,5.5432777,معیشت و فرهنگ اقتصادی
زنجان,1400,17.246647,معیشت و فرهنگ اقتصادی
سمنان,1400,19.579847,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1400,.38850427,معیشت و فرهنگ اقتصادی
فارس,1400,56.488739,معیشت و فرهنگ اقتصادی
قزوین,1400,5.8322444,معیشت و فرهنگ اقتصادی
قم,1400,20.341602,معیشت و فرهنگ اقتصادی
کردستان,1400,.93577915,معیشت و فرهنگ اقتصادی
کرمان,1400,37.844166,معیشت و فرهنگ اقتصادی
کرمانشاه,1400,12.104613,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1400,15.765311,معیشت و فرهنگ اقتصادی
لرستان,1400,4.8616199,معیشت و فرهنگ اقتصادی
مازندران,1400,48.054935,معیشت و فرهنگ اقتصادی
مرکزی,1400,21.144094,معیشت و فرهنگ اقتصادی
هرمزگان,1400,1.8102854,معیشت و فرهنگ اقتصادی
همدان,1400,20.361727,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1400,33.00473,معیشت و فرهنگ اقتصادی
کل کشور,1400,28.604939,معیشت و فرهنگ اقتصادی
گلستان,1400,14.625188,معیشت و فرهنگ اقتصادی
گیلان,1400,46.590305,معیشت و فرهنگ اقتصادی
یزد,1400,16.293722,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1401,19.939539,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1401,9.194231,معیشت و فرهنگ اقتصادی
اردبیل,1401,24.881968,معیشت و فرهنگ اقتصادی
اصفهان,1401,16.39176,معیشت و فرهنگ اقتصادی
البرز,1401,36.5233,معیشت و فرهنگ اقتصادی
ایلام,1401,10.463016,معیشت و فرهنگ اقتصادی
بوشهر,1401,50.79002,معیشت و فرهنگ اقتصادی
تهران,1401,17.043306,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1401,21.52146,معیشت و فرهنگ اقتصادی
خراسان رضوی,1401,8.0721607,معیشت و فرهنگ اقتصادی
خراسان شمالی,1401,21.999084,معیشت و فرهنگ اقتصادی
خوزستان,1401,11.222089,معیشت و فرهنگ اقتصادی
زنجان,1401,21.267208,معیشت و فرهنگ اقتصادی
سمنان,1401,35.683083,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1401,2.9784119,معیشت و فرهنگ اقتصادی
فارس,1401,48.777317,معیشت و فرهنگ اقتصادی
قزوین,1401,39.514805,معیشت و فرهنگ اقتصادی
قم,1401,2.5582633,معیشت و فرهنگ اقتصادی
کردستان,1401,1.3358514,معیشت و فرهنگ اقتصادی
کرمان,1401,30.500841,معیشت و فرهنگ اقتصادی
کرمانشاه,1401,8.0900745,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1401,10.481207,معیشت و فرهنگ اقتصادی
لرستان,1401,18.265676,معیشت و فرهنگ اقتصادی
مازندران,1401,42.951645,معیشت و فرهنگ اقتصادی
مرکزی,1401,7.544147,معیشت و فرهنگ اقتصادی
هرمزگان,1401,.22197093,معیشت و فرهنگ اقتصادی
همدان,1401,5.2114096,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1401,3.8144729,معیشت و فرهنگ اقتصادی
کل کشور,1401,40.023193,معیشت و فرهنگ اقتصادی
گلستان,1401,40.999947,معیشت و فرهنگ اقتصادی
گیلان,1401,6.0959263,معیشت و فرهنگ اقتصادی
یزد,1401,49.676731,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1402,39.484798,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1402,17.742271,معیشت و فرهنگ اقتصادی
اردبیل,1402,26.411856,معیشت و فرهنگ اقتصادی
اصفهان,1402,50.830574,معیشت و فرهنگ اقتصادی
البرز,1402,13.740525,معیشت و فرهنگ اقتصادی
ایلام,1402,7.4730096,معیشت و فرهنگ اقتصادی
بوشهر,1402,44.680264,معیشت و فرهنگ اقتصادی
تهران,1402,14.179917,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1402,24.891716,معیشت و فرهنگ اقتصادی
خراسان رضوی,1402,47.467663,معیشت و فرهنگ اقتصادی
خراسان شمالی,1402,14.942039,معیشت و فرهنگ اقتصادی
خوزستان,1402,25.879055,معیشت و فرهنگ اقتصادی
زنجان,1402,87.85231,معیشت و فرهنگ اقتصادی
سمنان,1402,24.761303,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1402,1.5256559,معیشت و فرهنگ اقتصادی
فارس,1402,2.346715,معیشت و فرهنگ اقتصادی
قزوین,1402,60.191277,معیشت و فرهنگ اقتصادی
قم,1402,22.727932,معیشت و فرهنگ اقتصادی
کردستان,1402,5.8643084,معیشت و فرهنگ اقتصادی
کرمان,1402,55.197659,معیشت و فرهنگ اقتصادی
کرمانشاه,1402,3.1231203,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1402,13.850291,معیشت و فرهنگ اقتصادی
لرستان,1402,5.9321427,معیشت و فرهنگ اقتصادی
مازندران,1402,27.421021,معیشت و فرهنگ اقتصادی
مرکزی,1402,15.7419,معیشت و فرهنگ اقتصادی
هرمزگان,1402,5.5813336,معیشت و فرهنگ اقتصادی
همدان,1402,1.2457314,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1402,39.839684,معیشت و فرهنگ اقتصادی
کل کشور,1402,19.976196,معیشت و فرهنگ اقتصادی
گلستان,1402,.82132268,معیشت و فرهنگ اقتصادی
گیلان,1402,33.50457,معیشت و فرهنگ اقتصادی
یزد,1402,33.886589,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1403,52.845692,معیشت و فرهنگ اقتصادی
آذربایجان غربی,1403,17.479931,معیشت و فرهنگ اقتصادی
اردبیل,1403,19.783535,معیشت و فرهنگ اقتصادی
اصفهان,1403,17.415733,معیشت و فرهنگ اقتصادی
البرز,1403,17.533998,معیشت و فرهنگ اقتصادی
ایلام,1403,5.9496012,معیشت و فرهنگ اقتصادی
بوشهر,1403,41.188873,معیشت و فرهنگ اقتصادی
تهران,1403,1.3903204,معیشت و فرهنگ اقتصادی
خراسان جنوبی,1403,23.557457,معیشت و فرهنگ اقتصادی
خراسان رضوی,1403,20.933664,معیشت و فرهنگ اقتصادی
خراسان شمالی,1403,56.868645,معیشت و فرهنگ اقتصادی
خوزستان,1403,20.504095,معیشت و فرهنگ اقتصادی
زنجان,1403,46.168877,معیشت و فرهنگ اقتصادی
سمنان,1403,20.275063,معیشت و فرهنگ اقتصادی
سیستان و بلوچستان,1403,2.4818213,معیشت و فرهنگ اقتصادی
فارس,1403,7.6198125,معیشت و فرهنگ اقتصادی
قزوین,1403,35.433563,معیشت و فرهنگ اقتصادی
قم,1403,34.553329,معیشت و فرهنگ اقتصادی
کردستان,1403,2.1641033,معیشت و فرهنگ اقتصادی
کرمان,1403,43.767849,معیشت و فرهنگ اقتصادی
کرمانشاه,1403,8.6039944,معیشت و فرهنگ اقتصادی
کهگیلویه و بویراحمد,1403,1.7911614,معیشت و فرهنگ اقتصادی
لرستان,1403,2.65991,معیشت و فرهنگ اقتصادی
مازندران,1403,47.669834,معیشت و فرهنگ اقتصادی
مرکزی,1403,22.356327,معیشت و فرهنگ اقتصادی
هرمزگان,1403,9.4955721,معیشت و فرهنگ اقتصادی
همدان,1403,19.579926,معیشت و فرهنگ اقتصادی
چهارمحال و بختیاری,1403,4.4809699,معیشت و فرهنگ اقتصادی
کل کشور,1403,17.787176,معیشت و فرهنگ اقتصادی
گلستان,1403,18.731783,معیشت و فرهنگ اقتصادی
گیلان,1403,5.0562768,معیشت و فرهنگ اقتصادی
یزد,1403,73.679466,معیشت و فرهنگ اقتصادی
آذربایجان شرقی,1395,2.0566576,رفاه و عدالت اجتماعی
آذربایجان غربی,1395,23.209431,رفاه و عدالت اجتماعی
اردبیل,1395,30.621765,رفاه و عدالت اجتماعی
اصفهان,1395,4.2492876,رفاه و عدالت اجتماعی
البرز,1395,.025099227,رفاه و عدالت اجتماعی
ایلام,1395,34.091518,رفاه و عدالت اجتماعی
بوشهر,1395,.23673329,رفاه و عدالت اجتماعی
تهران,1395,2.4666882,رفاه و عدالت اجتماعی
خراسان جنوبی,1395,15.872417,رفاه و عدالت اجتماعی
خراسان رضوی,1395,10.337908,رفاه و عدالت اجتماعی
خراسان شمالی,1395,64.303169,رفاه و عدالت اجتماعی
خوزستان,1395,31.946461,رفاه و عدالت اجتماعی
زنجان,1395,39.954929,رفاه و عدالت اجتماعی
سمنان,1395,22.261786,رفاه و عدالت اجتماعی
سیستان و بلوچستان,1395,.36492604,رفاه و عدالت اجتماعی
فارس,1395,3.6140802,رفاه و عدالت اجتماعی
قزوین,1395,23.97394,رفاه و عدالت اجتماعی
قم,1395,5.7116137,رفاه و عدالت اجتماعی
کردستان,1395,49.144096,رفاه و عدالت اجتماعی
کرمان,1395,24.6127,رفاه و عدالت اجتماعی
کرمانشاه,1395,15.489879,رفاه و عدالت اجتماعی
کهگیلویه و بویراحمد,1395,75.347557,رفاه و عدالت اجتماعی
لرستان,1395,8.3246021,رفاه و عدالت اجتماعی
مازندران,1395,41.327885,رفاه و عدالت اجتماعی
مرکزی,1395,33.506138,رفاه و عدالت اجتماعی
هرمزگان,1395,.67753941,رفاه و عدالت اجتماعی
همدان,1395,33.257664,رفاه و عدالت اجتماعی
چهارمحال و بختیاری,1395,65.967667,رفاه و عدالت اجتماعی
کل کشور,1395,40.03191,رفاه و عدالت اجتماعی
گلستان,1395,4.1382227,رفاه و عدالت اجتماعی
گیلان,1395,47.726181,رفاه و عدالت اجتماعی
یزد,1395,80.495277,رفاه و عدالت اجتماعی
آذربایجان شرقی,1396,34.726254,رفاه و عدالت اجتماعی
آذربایجان غربی,1396,14.583103,رفاه و عدالت اجتماعی
اردبیل,1396,56.483925,رفاه و عدالت اجتماعی
اصفهان,1396,68.552818,رفاه و عدالت اجتماعی
البرز,1396,2.0502861,رفاه و عدالت اجتماعی
ایلام,1396,29.125013,رفاه و عدالت اجتماعی
بوشهر,1396,6.6608839,رفاه و عدالت اجتماعی
تهران,1396,4.0941029,رفاه و عدالت اجتماعی
خراسان جنوبی,1396,7.4640551,رفاه و عدالت اجتماعی
خراسان رضوی,1396,8.968771,رفاه و عدالت اجتماعی
خراسان شمالی,1396,33.357475,رفاه و عدالت اجتماعی
خوزستان,1396,21.99885,رفاه و عدالت اجتماعی
زنجان,1396,42.662941,رفاه و عدالت اجتماعی
سمنان,1396,60.702271,رفاه و عدالت اجتماعی
سیستان و بلوچستان,1396,.25158083,رفاه و عدالت اجتماعی
فارس,1396,31.028751,رفاه و عدالت اجتماعی
قزوین,1396,19.614992,رفاه و عدالت اجتماعی
قم,1396,4.14329,رفاه و عدالت اجتماعی
کردستان,1396,44.957508,رفاه و عدالت اجتماعی
کرمان,1396,8.7057724,رفاه و عدالت اجتماعی
کرمانشاه,1396,15.254892,رفاه و عدالت اجتماعی
کهگیلویه و بویراحمد,1396,14.588787,رفاه و عدالت اجتماعی
لرستان,1396,34.364155,رفاه و عدالت اجتماعی
مازندران,1396,57.499451,رفاه و عدالت اجتماعی
مرکزی,1396,53.932968,رفاه و عدالت اجتماعی
هرمزگان,1396,1.3279951,رفاه و عدالت اجتماعی
همدان,1396,47.408268,رفاه و عدالت اجتماعی
چهارمحال و بختیاری,1396,62.965076,رفاه و عدالت اجتماعی
کل کشور,1396,7.3216901,رفاه و عدالت اجتماعی
گلستان,1396,5.865406,رفاه و عدالت اجتماعی
گیلان,1396,51.679043,رفاه و عدالت اجتماعی
یزد,1396,36.952026,رفاه و عدالت اجتماعی
آذربایجان شرقی,1397,25.15452,رفاه و عدالت اجتماعی
آذربایجان غربی,1397,12.980458,رفاه و عدالت اجتماعی
اردبیل,1397,41.428814,رفاه و عدالت اجتماعی
اصفهان,1397,55.949585,رفاه و عدالت اجتماعی
البرز,1397,1.8108523,رفاه و عدالت اجتماعی
ایلام,1397,57.001842,رفاه و عدالت اجتماعی
بوشهر,1397,.74728131,رفاه و عدالت اجتماعی
تهران,1397,2.1898911,رفاه و عدالت اجتماعی
خراسان جنوبی,1397,19.031822,رفاه و عدالت اجتماعی
خراسان رضوی,1397,15.546134,رفاه و عدالت اجتماعی
خراسان شمالی,1397,41.181061,رفاه و عدالت اجتماعی
خوزستان,1397,34.358997,رفاه و عدالت اجتماعی
زنجان,1397,45.535305,رفاه و عدالت اجتماعی
سمنان,1397,36.068146,رفاه و عدالت اجتماعی
سیستان و بلوچستان,1397,.13042507,رفاه و عدالت اجتماعی
فارس,1397,45.357365,رفاه و عدالت اجتماعی
قزوین,1397,28.908157,رفاه و عدالت اجتماعی
قم,1397,1.6152143,رفاه و عدالت اجتماعی
کردستان,1397,28.815371,رفاه و عدالت اجتماعی
کرمان,1397,4.234807,رفاه و عدالت اجتماعی
کرمانشاه,1397,51.348293,رفاه و عدالت اجتماعی
کهگیلویه و بویراحمد,1397,41.310188,رفاه و عدالت اجتماعی
لرستان,1397,33.567028,رفاه و عدالت اجتماعی
مازندران,1397,1.3292061,رفاه و عدالت اجتماعی
مرکزی,1397,14.759173,رفاه و عدالت اجتماعی
هرمزگان,1397,.5219236,رفاه و عدالت اجتماعی
همدان,1397,67.534973,رفاه و عدالت اجتماعی
چهارمحال و بختیاری,1397,30.839853,رفاه و عدالت اجتماعی
کل کشور,1397,30.466768,رفاه و عدالت اجتماعی
گلستان,1397,5.3108473,رفاه و عدالت اجتماعی
گیلان,1397,15.81443,رفاه و عدالت اجتماعی
یزد,1397,5.7436738,رفاه و عدالت اجتماعی
آذربایجان شرقی,1398,7.1021814,رفاه و عدالت اجتماعی
آذربایجان غربی,1398,4.1547251,رفاه و عدالت اجتماعی
اردبیل,1398,39.566051,رفاه و عدالت اجتماعی
اصفهان,1398,20.422522,رفاه و عدالت اجتماعی
البرز,1398,.76945233,رفاه و عدالت اجتماعی
ایلام,1398,7.988894,رفاه و عدالت اجتماعی
بوشهر,1398,15.065003,رفاه و عدالت اجتماعی
تهران,1398,.77069813,رفاه و عدالت اجتماعی
خراسان جنوبی,1398,61.000839,رفاه و عدالت اجتماعی
خراسان رضوی,1398,23.378803,رفاه و عدالت اجتماعی
خراسان شمالی,1398,13.224108,رفاه و عدالت اجتماعی
خوزستان,1398,35.814957,رفاه و عدالت اجتماعی
زنجان,1398,41.580376,رفاه و عدالت اجتماعی
سمنان,1398,19.11272,رفاه و عدالت اجتماعی
سیستان و بلوچستان,1398,.22316054,رفاه و عدالت اجتماعی
فارس,1398,61.352749,رفاه و عدالت اجتماعی
قزوین,1398,10.558002,رفاه و عدالت اجتماعی
قم,1398,11.41296,رفاه و عدالت اجتماعی
کردستان,1398,36.84948,رفاه و عدالت اجتماعی
کرمان,1398,6.3999996,رفاه و عدالت اجتماعی
کرمانشاه,1398,15.792994,رفاه و عدالت اجتماعی
کهگیلویه و بویراحمد,1398,39.216263,رفاه و عدالت اجتماعی
