subtopic_name,topic_name,province_name,subtopic_score
کیفیت آموزشی,دانش و سرمایه انسانی,کرمانشاه,41.662914
الگوی مصرف,معیشت و فرهنگ اقتصادی,کرمانشاه,18.578001
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,کرمانشاه,2.4450369
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,کرمانشاه,23.677483
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,کرمانشاه,30.803577
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,کرمانشاه,7.9415746
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,کرمانشاه,33.685459
حمایت اجتماعی,رفاه و عدالت اجتماعی,کرمانشاه,35.331295
زیرساخت آموزشی,رفاه و عدالت اجتماعی,کرمانشاه,8.533823
سلامت و بهداشت,رفاه و عدالت اجتماعی,کرمانشاه,42.614086
مسکن و سرپناه,رفاه و عدالت اجتماعی,کرمانشاه,34.963455
جرم و ناامنی,مسائل اجتماعی,کرمانشاه,38.635971
سلامت اجتماعی,مسائل اجتماعی,کرمانشاه,21.310022
سبک زندگی و مصرف,مسائل اجتماعی,کرمانشاه,13.709642
باورها و رفتارهای فرهنگی,مسائل اجتماعی,کرمانشاه,10.274282
روابط و امنیت اجتماعی,مسائل اجتماعی,کرمانشاه,6.1057234
باور دینی,معنویت و ارزش‌های دینی,کهگیلویه و بویراحمد,44.46006
عمل دینی,معنویت و ارزش‌های دینی,کهگیلویه و بویراحمد,14.437655
هویت و پیوند دینی,معنویت و ارزش‌های دینی,کهگیلویه و بویراحمد,10.194153
مشارکت مذهبی,معنویت و ارزش‌های دینی,کهگیلویه و بویراحمد,48.377316
سبک زندگی دینی,معنویت و ارزش‌های دینی,کهگیلویه و بویراحمد,17.287457
تشکیل خانواده,زندگی خانوادگی,کهگیلویه و بویراحمد,19.102839
فرزندآوری,زندگی خانوادگی,کهگیلویه و بویراحمد,39.411007
روابط خانوادگی,زندگی خانوادگی,کهگیلویه و بویراحمد,56.138454
پایداری خانواده,زندگی خانوادگی,کهگیلویه و بویراحمد,13.235633
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,کهگیلویه و بویراحمد,6.5653419
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,کهگیلویه و بویراحمد,40.81041
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,کهگیلویه و بویراحمد,3.1108363
مد و فراغت,مصرف فرهنگی و رسانه‌ای,کهگیلویه و بویراحمد,8.3915491
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,کهگیلویه و بویراحمد,27.008921
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,کهگیلویه و بویراحمد,39.176666
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,کهگیلویه و بویراحمد,23.004406
تعلق ملی,همبستگی و سرمایه اجتماعی,کهگیلویه و بویراحمد,12.093334
عدالت آموزشی,دانش و سرمایه انسانی,کهگیلویه و بویراحمد,42.836815
فراگیری آموزش,دانش و سرمایه انسانی,کهگیلویه و بویراحمد,6.9770269
کیفیت آموزشی,دانش و سرمایه انسانی,کهگیلویه و بویراحمد,2.6304588
الگوی مصرف,معیشت و فرهنگ اقتصادی,کهگیلویه و بویراحمد,2.2234554
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,کهگیلویه و بویراحمد,8.2786818
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,کهگیلویه و بویراحمد,3.775197
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,کهگیلویه و بویراحمد,46.397236
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,کهگیلویه و بویراحمد,21.06917
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,کهگیلویه و بویراحمد,20.641541
حمایت اجتماعی,رفاه و عدالت اجتماعی,کهگیلویه و بویراحمد,14.838759
زیرساخت آموزشی,رفاه و عدالت اجتماعی,کهگیلویه و بویراحمد,3.6844015
سلامت و بهداشت,رفاه و عدالت اجتماعی,کهگیلویه و بویراحمد,37.541832
مسکن و سرپناه,رفاه و عدالت اجتماعی,کهگیلویه و بویراحمد,41.52512
جرم و ناامنی,مسائل اجتماعی,کهگیلویه و بویراحمد,2.5624118
سلامت اجتماعی,مسائل اجتماعی,کهگیلویه و بویراحمد,13.395864
سبک زندگی و مصرف,مسائل اجتماعی,کهگیلویه و بویراحمد,3.2713678
باورها و رفتارهای فرهنگی,مسائل اجتماعی,کهگیلویه و بویراحمد,.12083606
روابط و امنیت اجتماعی,مسائل اجتماعی,کهگیلویه و بویراحمد,12.237091
باور دینی,معنویت و ارزش‌های دینی,لرستان,24.957178
عمل دینی,معنویت و ارزش‌های دینی,لرستان,13.266977
هویت و پیوند دینی,معنویت و ارزش‌های دینی,لرستان,52.304581
مشارکت مذهبی,معنویت و ارزش‌های دینی,لرستان,13.713185
سبک زندگی دینی,معنویت و ارزش‌های دینی,لرستان,22.245974
تشکیل خانواده,زندگی خانوادگی,لرستان,22.189846
فرزندآوری,زندگی خانوادگی,لرستان,39.382614
روابط خانوادگی,زندگی خانوادگی,لرستان,45.494637
پایداری خانواده,زندگی خانوادگی,لرستان,10.179232
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,لرستان,6.0720534
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,لرستان,7.9023018
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,لرستان,12.752544
مد و فراغت,مصرف فرهنگی و رسانه‌ای,لرستان,9.4024315
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,لرستان,7.3373694
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,لرستان,9.320755
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,لرستان,12.086359
تعلق ملی,همبستگی و سرمایه اجتماعی,لرستان,10.866698
عدالت آموزشی,دانش و سرمایه انسانی,لرستان,1.0657434
فراگیری آموزش,دانش و سرمایه انسانی,لرستان,15.664933
کیفیت آموزشی,دانش و سرمایه انسانی,لرستان,18.809921
الگوی مصرف,معیشت و فرهنگ اقتصادی,لرستان,4.8672428
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,لرستان,7.991313
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,لرستان,18.839527
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,لرستان,25.961956
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,لرستان,6.7511835
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,لرستان,1.3296717
حمایت اجتماعی,رفاه و عدالت اجتماعی,لرستان,35.715771
زیرساخت آموزشی,رفاه و عدالت اجتماعی,لرستان,12.385231
سلامت و بهداشت,رفاه و عدالت اجتماعی,لرستان,33.460545
مسکن و سرپناه,رفاه و عدالت اجتماعی,لرستان,67.981941
جرم و ناامنی,مسائل اجتماعی,لرستان,.27099633
سلامت اجتماعی,مسائل اجتماعی,لرستان,17.188734
سبک زندگی و مصرف,مسائل اجتماعی,لرستان,17.894049
باورها و رفتارهای فرهنگی,مسائل اجتماعی,لرستان,25.647013
روابط و امنیت اجتماعی,مسائل اجتماعی,لرستان,31.79266
باور دینی,معنویت و ارزش‌های دینی,مازندران,31.164562
عمل دینی,معنویت و ارزش‌های دینی,مازندران,31.317467
هویت و پیوند دینی,معنویت و ارزش‌های دینی,مازندران,16.975208
مشارکت مذهبی,معنویت و ارزش‌های دینی,مازندران,29.058949
سبک زندگی دینی,معنویت و ارزش‌های دینی,مازندران,37.74408
تشکیل خانواده,زندگی خانوادگی,مازندران,15.625235
فرزندآوری,زندگی خانوادگی,مازندران,2.0019574
روابط خانوادگی,زندگی خانوادگی,مازندران,50.157936
پایداری خانواده,زندگی خانوادگی,مازندران,25.121098
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,مازندران,39.748356
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,مازندران,34.387558
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,مازندران,35.926178
مد و فراغت,مصرف فرهنگی و رسانه‌ای,مازندران,46.66835
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,مازندران,23.502148
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,مازندران,16.68651
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,مازندران,11.776367
تعلق ملی,همبستگی و سرمایه اجتماعی,مازندران,24.669649
عدالت آموزشی,دانش و سرمایه انسانی,مازندران,11.698517
فراگیری آموزش,دانش و سرمایه انسانی,مازندران,42.751625
کیفیت آموزشی,دانش و سرمایه انسانی,مازندران,28.949749
الگوی مصرف,معیشت و فرهنگ اقتصادی,مازندران,27.985733
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,مازندران,16.654675
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,مازندران,27.927
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,مازندران,68.246681
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,مازندران,72.175789
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,مازندران,18.775101
حمایت اجتماعی,رفاه و عدالت اجتماعی,مازندران,2.0088947
زیرساخت آموزشی,رفاه و عدالت اجتماعی,مازندران,2.9225519
سلامت و بهداشت,رفاه و عدالت اجتماعی,مازندران,24.505062
مسکن و سرپناه,رفاه و عدالت اجتماعی,مازندران,59.108353
جرم و ناامنی,مسائل اجتماعی,مازندران,5.932312
سلامت اجتماعی,مسائل اجتماعی,مازندران,32.470142
سبک زندگی و مصرف,مسائل اجتماعی,مازندران,47.262211
باورها و رفتارهای فرهنگی,مسائل اجتماعی,مازندران,29.803375
روابط و امنیت اجتماعی,مسائل اجتماعی,مازندران,5.5976534
باور دینی,معنویت و ارزش‌های دینی,مرکزی,68.419662
عمل دینی,معنویت و ارزش‌های دینی,مرکزی,28.197468
هویت و پیوند دینی,معنویت و ارزش‌های دینی,مرکزی,24.095461
مشارکت مذهبی,معنویت و ارزش‌های دینی,مرکزی,26.513977
سبک زندگی دینی,معنویت و ارزش‌های دینی,مرکزی,13.354507
تشکیل خانواده,زندگی خانوادگی,مرکزی,.12424579
فرزندآوری,زندگی خانوادگی,مرکزی,7.0040708
روابط خانوادگی,زندگی خانوادگی,مرکزی,63.542126
پایداری خانواده,زندگی خانوادگی,مرکزی,6.7376552
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,مرکزی,10.883068
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,مرکزی,36.597031
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,مرکزی,9.3020077
مد و فراغت,مصرف فرهنگی و رسانه‌ای,مرکزی,26.378569
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,مرکزی,24.754974
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,مرکزی,21.45998
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,مرکزی,13.390488
تعلق ملی,همبستگی و سرمایه اجتماعی,مرکزی,39.443409
عدالت آموزشی,دانش و سرمایه انسانی,مرکزی,10.77921
فراگیری آموزش,دانش و سرمایه انسانی,مرکزی,11.116755
کیفیت آموزشی,دانش و سرمایه انسانی,مرکزی,47.885044
الگوی مصرف,معیشت و فرهنگ اقتصادی,مرکزی,62.869457
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,مرکزی,14.28386
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,مرکزی,8.1322374
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,مرکزی,15.509643
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,مرکزی,35.39188
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,مرکزی,25.298086
حمایت اجتماعی,رفاه و عدالت اجتماعی,مرکزی,9.285552
زیرساخت آموزشی,رفاه و عدالت اجتماعی,مرکزی,1.4871591
سلامت و بهداشت,رفاه و عدالت اجتماعی,مرکزی,10.180469
مسکن و سرپناه,رفاه و عدالت اجتماعی,مرکزی,26.970087
جرم و ناامنی,مسائل اجتماعی,مرکزی,1.3007106
سلامت اجتماعی,مسائل اجتماعی,مرکزی,22.419724
سبک زندگی و مصرف,مسائل اجتماعی,مرکزی,32.341263
باورها و رفتارهای فرهنگی,مسائل اجتماعی,مرکزی,28.281895
روابط و امنیت اجتماعی,مسائل اجتماعی,مرکزی,54.327049
باور دینی,معنویت و ارزش‌های دینی,هرمزگان,4.8533301
عمل دینی,معنویت و ارزش‌های دینی,هرمزگان,12.499434
هویت و پیوند دینی,معنویت و ارزش‌های دینی,هرمزگان,8.3018723
مشارکت مذهبی,معنویت و ارزش‌های دینی,هرمزگان,7.225678
سبک زندگی دینی,معنویت و ارزش‌های دینی,هرمزگان,1.4178866
تشکیل خانواده,زندگی خانوادگی,هرمزگان,11.473301
فرزندآوری,زندگی خانوادگی,هرمزگان,72.916145
روابط خانوادگی,زندگی خانوادگی,هرمزگان,21.545424
پایداری خانواده,زندگی خانوادگی,هرمزگان,27.258245
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,هرمزگان,13.259701
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,هرمزگان,10.253568
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,هرمزگان,33.549297
مد و فراغت,مصرف فرهنگی و رسانه‌ای,هرمزگان,9.2455339
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,هرمزگان,53.829449
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,هرمزگان,2.9162199
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,هرمزگان,2.6924937
تعلق ملی,همبستگی و سرمایه اجتماعی,هرمزگان,10.397224
عدالت آموزشی,دانش و سرمایه انسانی,هرمزگان,8.1614065
فراگیری آموزش,دانش و سرمایه انسانی,هرمزگان,17.294222
کیفیت آموزشی,دانش و سرمایه انسانی,هرمزگان,8.4907951
الگوی مصرف,معیشت و فرهنگ اقتصادی,هرمزگان,50.325207
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,هرمزگان,7.9119964
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,هرمزگان,16.904291
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,هرمزگان,3.5680089
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,هرمزگان,25.107273
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,هرمزگان,.93030089
حمایت اجتماعی,رفاه و عدالت اجتماعی,هرمزگان,13.964695
زیرساخت آموزشی,رفاه و عدالت اجتماعی,هرمزگان,32.676853
سلامت و بهداشت,رفاه و عدالت اجتماعی,هرمزگان,9.0126486
مسکن و سرپناه,رفاه و عدالت اجتماعی,هرمزگان,2.0314798
جرم و ناامنی,مسائل اجتماعی,هرمزگان,37.131359
سلامت اجتماعی,مسائل اجتماعی,هرمزگان,21.89337
سبک زندگی و مصرف,مسائل اجتماعی,هرمزگان,3.2612424
باورها و رفتارهای فرهنگی,مسائل اجتماعی,هرمزگان,31.885803
روابط و امنیت اجتماعی,مسائل اجتماعی,هرمزگان,19.607643
باور دینی,معنویت و ارزش‌های دینی,همدان,22.635015
عمل دینی,معنویت و ارزش‌های دینی,همدان,9.0177879
هویت و پیوند دینی,معنویت و ارزش‌های دینی,همدان,3.2716324
مشارکت مذهبی,معنویت و ارزش‌های دینی,همدان,24.774305
سبک زندگی دینی,معنویت و ارزش‌های دینی,همدان,19.000505
تشکیل خانواده,زندگی خانوادگی,همدان,13.716053
فرزندآوری,زندگی خانوادگی,همدان,12.178503
روابط خانوادگی,زندگی خانوادگی,همدان,16.079819
پایداری خانواده,زندگی خانوادگی,همدان,6.3626547
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,همدان,10.517843
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,همدان,12.227382
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,همدان,16.108637
مد و فراغت,مصرف فرهنگی و رسانه‌ای,همدان,27.680197
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,همدان,.32510218
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,همدان,43.283077
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,همدان,2.1743424
تعلق ملی,همبستگی و سرمایه اجتماعی,همدان,10.427447
عدالت آموزشی,دانش و سرمایه انسانی,همدان,21.559969
فراگیری آموزش,دانش و سرمایه انسانی,همدان,14.769861
کیفیت آموزشی,دانش و سرمایه انسانی,همدان,18.354872
الگوی مصرف,معیشت و فرهنگ اقتصادی,همدان,27.76816
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,همدان,54.133114
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,همدان,10.749239
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,همدان,45.809158
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,همدان,10.470762
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,همدان,10.699689
حمایت اجتماعی,رفاه و عدالت اجتماعی,همدان,6.7624235
زیرساخت آموزشی,رفاه و عدالت اجتماعی,همدان,29.559063
سلامت و بهداشت,رفاه و عدالت اجتماعی,همدان,4.6190925
مسکن و سرپناه,رفاه و عدالت اجتماعی,همدان,15.496552
جرم و ناامنی,مسائل اجتماعی,همدان,16.216711
سلامت اجتماعی,مسائل اجتماعی,همدان,6.3700547
سبک زندگی و مصرف,مسائل اجتماعی,همدان,62.502522
باورها و رفتارهای فرهنگی,مسائل اجتماعی,همدان,37.727985
روابط و امنیت اجتماعی,مسائل اجتماعی,همدان,30.734636
باور دینی,معنویت و ارزش‌های دینی,چهارمحال و بختیاری,10.284102
عمل دینی,معنویت و ارزش‌های دینی,چهارمحال و بختیاری,4.6834145
هویت و پیوند دینی,معنویت و ارزش‌های دینی,چهارمحال و بختیاری,30.976374
مشارکت مذهبی,معنویت و ارزش‌های دینی,چهارمحال و بختیاری,34.249775
سبک زندگی دینی,معنویت و ارزش‌های دینی,چهارمحال و بختیاری,19.613043
تشکیل خانواده,زندگی خانوادگی,چهارمحال و بختیاری,20.182497
فرزندآوری,زندگی خانوادگی,چهارمحال و بختیاری,38.122898
روابط خانوادگی,زندگی خانوادگی,چهارمحال و بختیاری,36.828297
پایداری خانواده,زندگی خانوادگی,چهارمحال و بختیاری,49.715172
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,چهارمحال و بختیاری,12.011686
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,چهارمحال و بختیاری,12.351299
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,چهارمحال و بختیاری,12.57385
مد و فراغت,مصرف فرهنگی و رسانه‌ای,چهارمحال و بختیاری,32.380787
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,چهارمحال و بختیاری,13.4445
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,چهارمحال و بختیاری,38.666721
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,چهارمحال و بختیاری,2.6070499
تعلق ملی,همبستگی و سرمایه اجتماعی,چهارمحال و بختیاری,20.676697
عدالت آموزشی,دانش و سرمایه انسانی,چهارمحال و بختیاری,7.3726368
فراگیری آموزش,دانش و سرمایه انسانی,چهارمحال و بختیاری,6.9625392
کیفیت آموزشی,دانش و سرمایه انسانی,چهارمحال و بختیاری,21.284601
الگوی مصرف,معیشت و فرهنگ اقتصادی,چهارمحال و بختیاری,24.18718
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,چهارمحال و بختیاری,14.119136
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,چهارمحال و بختیاری,1.1151927
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,چهارمحال و بختیاری,65.45079
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,چهارمحال و بختیاری,13.740913
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,چهارمحال و بختیاری,11.740957
حمایت اجتماعی,رفاه و عدالت اجتماعی,چهارمحال و بختیاری,60.773445
زیرساخت آموزشی,رفاه و عدالت اجتماعی,چهارمحال و بختیاری,37.128948
سلامت و بهداشت,رفاه و عدالت اجتماعی,چهارمحال و بختیاری,3.7194121
مسکن و سرپناه,رفاه و عدالت اجتماعی,چهارمحال و بختیاری,.15818244
جرم و ناامنی,مسائل اجتماعی,چهارمحال و بختیاری,21.773973
سلامت اجتماعی,مسائل اجتماعی,چهارمحال و بختیاری,8.10501
سبک زندگی و مصرف,مسائل اجتماعی,چهارمحال و بختیاری,10.196524
باورها و رفتارهای فرهنگی,مسائل اجتماعی,چهارمحال و بختیاری,10.727519
روابط و امنیت اجتماعی,مسائل اجتماعی,چهارمحال و بختیاری,14.366255
باور دینی,معنویت و ارزش‌های دینی,گلستان,1.8769133
عمل دینی,معنویت و ارزش‌های دینی,گلستان,29.581652
هویت و پیوند دینی,معنویت و ارزش‌های دینی,گلستان,21.228252
مشارکت مذهبی,معنویت و ارزش‌های دینی,گلستان,1.3048992
سبک زندگی دینی,معنویت و ارزش‌های دینی,گلستان,40.06979
تشکیل خانواده,زندگی خانوادگی,گلستان,14.813549
فرزندآوری,زندگی خانوادگی,گلستان,1.5454823
روابط خانوادگی,زندگی خانوادگی,گلستان,34.753143
پایداری خانواده,زندگی خانوادگی,گلستان,39.164181
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,گلستان,11.257594
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,گلستان,47.273666
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,گلستان,8.6791544
مد و فراغت,مصرف فرهنگی و رسانه‌ای,گلستان,18.431541
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,گلستان,73.672783
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,گلستان,15.778353
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,گلستان,1.004434
تعلق ملی,همبستگی و سرمایه اجتماعی,گلستان,3.278178
عدالت آموزشی,دانش و سرمایه انسانی,گلستان,1.058527
فراگیری آموزش,دانش و سرمایه انسانی,گلستان,10.609478
کیفیت آموزشی,دانش و سرمایه انسانی,گلستان,8.8835354
الگوی مصرف,معیشت و فرهنگ اقتصادی,گلستان,44.877651
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,گلستان,11.526161
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,گلستان,7.1340971
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,گلستان,15.900021
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,گلستان,5.7761164
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,گلستان,2.012399
حمایت اجتماعی,رفاه و عدالت اجتماعی,گلستان,69.653992
زیرساخت آموزشی,رفاه و عدالت اجتماعی,گلستان,31.590317
سلامت و بهداشت,رفاه و عدالت اجتماعی,گلستان,14.910747
مسکن و سرپناه,رفاه و عدالت اجتماعی,گلستان,25.167852
جرم و ناامنی,مسائل اجتماعی,گلستان,39.752857
سلامت اجتماعی,مسائل اجتماعی,گلستان,16.39777
سبک زندگی و مصرف,مسائل اجتماعی,گلستان,12.078977
باورها و رفتارهای فرهنگی,مسائل اجتماعی,گلستان,1.6813724
روابط و امنیت اجتماعی,مسائل اجتماعی,گلستان,11.949735
باور دینی,معنویت و ارزش‌های دینی,گیلان,.3830952
عمل دینی,معنویت و ارزش‌های دینی,گیلان,4.64607
هویت و پیوند دینی,معنویت و ارزش‌های دینی,گیلان,4.0850616
مشارکت مذهبی,معنویت و ارزش‌های دینی,گیلان,.35129073
سبک زندگی دینی,معنویت و ارزش‌های دینی,گیلان,7.3723063
تشکیل خانواده,زندگی خانوادگی,گیلان,7.9835958
فرزندآوری,زندگی خانوادگی,گیلان,1.6813917
روابط خانوادگی,زندگی خانوادگی,گیلان,13.731007
پایداری خانواده,زندگی خانوادگی,گیلان,14.425744
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,گیلان,27.401527
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,گیلان,1.4328773
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,گیلان,52.539253
مد و فراغت,مصرف فرهنگی و رسانه‌ای,گیلان,15.830858
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,گیلان,28.178741
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,گیلان,10.228297
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,گیلان,29.870268
تعلق ملی,همبستگی و سرمایه اجتماعی,گیلان,8.9584055
عدالت آموزشی,دانش و سرمایه انسانی,گیلان,31.981899
فراگیری آموزش,دانش و سرمایه انسانی,گیلان,19.616486
کیفیت آموزشی,دانش و سرمایه انسانی,گیلان,50.184998
الگوی مصرف,معیشت و فرهنگ اقتصادی,گیلان,14.268384
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,گیلان,22.543037
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,گیلان,34.178776
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,گیلان,18.454311
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,گیلان,12.890369
انرژی و خدمات عمومی,رفاه و عدالت اجتماعی,گیلان,2.5188937
حمایت اجتماعی,رفاه و عدالت اجتماعی,گیلان,28.813246
زیرساخت آموزشی,رفاه و عدالت اجتماعی,گیلان,14.787163
سلامت و بهداشت,رفاه و عدالت اجتماعی,گیلان,7.0090795
مسکن و سرپناه,رفاه و عدالت اجتماعی,گیلان,19.37464
جرم و ناامنی,مسائل اجتماعی,گیلان,1.312802
سلامت اجتماعی,مسائل اجتماعی,گیلان,15.101138
سبک زندگی و مصرف,مسائل اجتماعی,گیلان,24.391865
باورها و رفتارهای فرهنگی,مسائل اجتماعی,گیلان,14.020216
روابط و امنیت اجتماعی,مسائل اجتماعی,گیلان,.77225208
باور دینی,معنویت و ارزش‌های دینی,یزد,18.367867
عمل دینی,معنویت و ارزش‌های دینی,یزد,5.7576866
هویت و پیوند دینی,معنویت و ارزش‌های دینی,یزد,78.383194
مشارکت مذهبی,معنویت و ارزش‌های دینی,یزد,3.1008046
سبک زندگی دینی,معنویت و ارزش‌های دینی,یزد,24.515938
تشکیل خانواده,زندگی خانوادگی,یزد,45.040478
فرزندآوری,زندگی خانوادگی,یزد,41.147053
روابط خانوادگی,زندگی خانوادگی,یزد,31.322758
پایداری خانواده,زندگی خانوادگی,یزد,46.574955
سینما و تلویزیون,مصرف فرهنگی و رسانه‌ای,یزد,35.146954
کتاب و مطبوعات,مصرف فرهنگی و رسانه‌ای,یزد,16.496117
موسیقی و هنرهای تجسمی,مصرف فرهنگی و رسانه‌ای,یزد,22.610315
مد و فراغت,مصرف فرهنگی و رسانه‌ای,یزد,4.0229621
اعتماد و روابط اجتماعی,همبستگی و سرمایه اجتماعی,یزد,6.2396169
هنجارها و سلامت نهادی,همبستگی و سرمایه اجتماعی,یزد,14.557957
مشارکت و کنش جمعی,همبستگی و سرمایه اجتماعی,یزد,1.3185221
تعلق ملی,همبستگی و سرمایه اجتماعی,یزد,22.311836
عدالت آموزشی,دانش و سرمایه انسانی,یزد,58.020264
فراگیری آموزش,دانش و سرمایه انسانی,یزد,43.729294
کیفیت آموزشی,دانش و سرمایه انسانی,یزد,10.585733
الگوی مصرف,معیشت و فرهنگ اقتصادی,یزد,13.999885
بازار کار و اشتغال,معیشت و فرهنگ اقتصادی,یزد,53.978474
فرهنگ اقتصادی,معیشت و فرهنگ اقتصادی,یزد,42.02211
قدرت خرید و معیشت,معیشت و فرهنگ اقتصادی,یزد,33.594589
برخورداری اقتصادی,معیشت و فرهنگ اقتصادی,یزد,44.389801
