province_name,topic_name,subtopic_name,cluster_group,subtopic_score
کرمان,دانش و سرمایه انسانی,فراگیری آموزش,4,18.215971
کرمان,دانش و سرمایه انسانی,کیفیت آموزشی,4,14.85344
کرمان,معیشت و فرهنگ اقتصادی,الگوی مصرف,2,23.487146
کرمان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,2,3.0758245
کرمان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,2,27.681662
کرمان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,2,18.005234
کرمان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,2,10.858641
کرمان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,2,4.7795362
کرمان,رفاه و عدالت اجتماعی,حمایت اجتماعی,2,10.209205
کرمان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,2,22.728331
کرمان,رفاه و عدالت اجتماعی,سلامت و بهداشت,2,33.66608
کرمان,رفاه و عدالت اجتماعی,مسکن و سرپناه,2,43.543915
کرمان,مسائل اجتماعی,جرم و ناامنی,9,5.0747581
کرمان,مسائل اجتماعی,سلامت اجتماعی,9,43.369728
کرمان,مسائل اجتماعی,سبک زندگی و مصرف,9,13.564725
کرمان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,9,8.290967
کرمان,مسائل اجتماعی,روابط و امنیت اجتماعی,9,29.075186
کرمانشاه,معنویت و ارزش‌های دینی,باور دینی,1,28.134026
کرمانشاه,معنویت و ارزش‌های دینی,عمل دینی,1,7.5573807
کرمانشاه,معنویت و ارزش‌های دینی,هویت و پیوند دینی,1,15.259357
کرمانشاه,معنویت و ارزش‌های دینی,مشارکت مذهبی,1,3.4413319
کرمانشاه,معنویت و ارزش‌های دینی,سبک زندگی دینی,1,29.295002
کرمانشاه,زندگی خانوادگی,تشکیل خانواده,7,7.9805074
کرمانشاه,زندگی خانوادگی,فرزندآوری,7,1.8484637
کرمانشاه,زندگی خانوادگی,روابط خانوادگی,7,5.6063762
کرمانشاه,زندگی خانوادگی,پایداری خانواده,7,5.7603817
کرمانشاه,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,6,18.956369
کرمانشاه,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,6,.40911117
کرمانشاه,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,6,9.155489
کرمانشاه,مصرف فرهنگی و رسانه‌ای,مد و فراغت,6,14.253917
کرمانشاه,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,1,8.783555
کرمانشاه,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,1,13.826403
کرمانشاه,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,1,12.340611
کرمانشاه,همبستگی و سرمایه اجتماعی,تعلق ملی,1,29.35358
کرمانشاه,دانش و سرمایه انسانی,عدالت آموزشی,4,34.586098
کرمانشاه,دانش و سرمایه انسانی,فراگیری آموزش,4,10.750593
کرمانشاه,دانش و سرمایه انسانی,کیفیت آموزشی,4,24.327513
کرمانشاه,معیشت و فرهنگ اقتصادی,الگوی مصرف,5,14.78315
کرمانشاه,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,5,5.5938063
کرمانشاه,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,5,41.650703
کرمانشاه,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,5,.97516197
کرمانشاه,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,5,2.7748444
کرمانشاه,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,1,4.4591217
کرمانشاه,رفاه و عدالت اجتماعی,حمایت اجتماعی,1,27.462805
کرمانشاه,رفاه و عدالت اجتماعی,زیرساخت آموزشی,1,15.944756
کرمانشاه,رفاه و عدالت اجتماعی,سلامت و بهداشت,1,48.342918
کرمانشاه,رفاه و عدالت اجتماعی,مسکن و سرپناه,1,5.2271914
کرمانشاه,مسائل اجتماعی,جرم و ناامنی,3,17.841888
کرمانشاه,مسائل اجتماعی,سلامت اجتماعی,3,27.496193
کرمانشاه,مسائل اجتماعی,سبک زندگی و مصرف,3,2.5418284
کرمانشاه,مسائل اجتماعی,باورها و رفتارهای فرهنگی,3,3.2753048
کرمانشاه,مسائل اجتماعی,روابط و امنیت اجتماعی,3,10.016524
کهگیلویه و بویراحمد,معنویت و ارزش‌های دینی,باور دینی,4,35.422661
کهگیلویه و بویراحمد,معنویت و ارزش‌های دینی,عمل دینی,4,26.286051
کهگیلویه و بویراحمد,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,49.576233
کهگیلویه و بویراحمد,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,14.612243
کهگیلویه و بویراحمد,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,4.3987389
کهگیلویه و بویراحمد,زندگی خانوادگی,تشکیل خانواده,6,30.287212
کهگیلویه و بویراحمد,زندگی خانوادگی,فرزندآوری,6,24.793062
کهگیلویه و بویراحمد,زندگی خانوادگی,روابط خانوادگی,6,8.0782585
کهگیلویه و بویراحمد,زندگی خانوادگی,پایداری خانواده,6,8.5126324
کهگیلویه و بویراحمد,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,4,7.2652707
کهگیلویه و بویراحمد,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,4,5.8588367
کهگیلویه و بویراحمد,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,4,12.102473
کهگیلویه و بویراحمد,مصرف فرهنگی و رسانه‌ای,مد و فراغت,4,53.167515
کهگیلویه و بویراحمد,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,8,2.0083072
کهگیلویه و بویراحمد,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,8,30.830677
کهگیلویه و بویراحمد,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,8,23.129539
کهگیلویه و بویراحمد,همبستگی و سرمایه اجتماعی,تعلق ملی,8,42.585564
کهگیلویه و بویراحمد,دانش و سرمایه انسانی,عدالت آموزشی,1,3.7527812
کهگیلویه و بویراحمد,دانش و سرمایه انسانی,فراگیری آموزش,1,32.808659
کهگیلویه و بویراحمد,دانش و سرمایه انسانی,کیفیت آموزشی,1,14.121953
کهگیلویه و بویراحمد,معیشت و فرهنگ اقتصادی,الگوی مصرف,4,22.505201
کهگیلویه و بویراحمد,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,4,10.709009
کهگیلویه و بویراحمد,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,4,8.0325308
کهگیلویه و بویراحمد,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,4,54.828423
کهگیلویه و بویراحمد,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,4,11.867237
کهگیلویه و بویراحمد,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,7,35.91975
کهگیلویه و بویراحمد,رفاه و عدالت اجتماعی,حمایت اجتماعی,7,1.8131111
کهگیلویه و بویراحمد,رفاه و عدالت اجتماعی,زیرساخت آموزشی,7,24.582878
کهگیلویه و بویراحمد,رفاه و عدالت اجتماعی,سلامت و بهداشت,7,53.377022
کهگیلویه و بویراحمد,رفاه و عدالت اجتماعی,مسکن و سرپناه,7,21.193644
کهگیلویه و بویراحمد,مسائل اجتماعی,جرم و ناامنی,6,22.367287
کهگیلویه و بویراحمد,مسائل اجتماعی,سلامت اجتماعی,6,.41860592
کهگیلویه و بویراحمد,مسائل اجتماعی,سبک زندگی و مصرف,6,21.724325
کهگیلویه و بویراحمد,مسائل اجتماعی,باورها و رفتارهای فرهنگی,6,1.5613573
کهگیلویه و بویراحمد,مسائل اجتماعی,روابط و امنیت اجتماعی,6,7.5993638
لرستان,معنویت و ارزش‌های دینی,باور دینی,4,49.173351
لرستان,معنویت و ارزش‌های دینی,عمل دینی,4,9.0136251
لرستان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,32.163132
لرستان,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,26.687899
لرستان,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,17.849678
لرستان,زندگی خانوادگی,تشکیل خانواده,6,13.578745
لرستان,زندگی خانوادگی,فرزندآوری,6,9.942256
لرستان,زندگی خانوادگی,روابط خانوادگی,6,26.716682
لرستان,زندگی خانوادگی,پایداری خانواده,6,2.4853976
لرستان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,6,40.328346
لرستان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,6,10.410939
لرستان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,6,14.519653
لرستان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,6,.94029295
لرستان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,2,12.947894
لرستان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,2,13.181423
لرستان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,2,14.513436
لرستان,همبستگی و سرمایه اجتماعی,تعلق ملی,2,13.668429
لرستان,دانش و سرمایه انسانی,عدالت آموزشی,4,10.420242
لرستان,دانش و سرمایه انسانی,فراگیری آموزش,4,3.945868
لرستان,دانش و سرمایه انسانی,کیفیت آموزشی,4,21.916225
لرستان,معیشت و فرهنگ اقتصادی,الگوی مصرف,5,4.8832059
لرستان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,5,3.5910764
لرستان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,5,13.823218
لرستان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,5,25.363083
لرستان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,5,17.938768
لرستان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,8,15.590431
لرستان,رفاه و عدالت اجتماعی,حمایت اجتماعی,8,53.208408
لرستان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,8,15.300019
لرستان,رفاه و عدالت اجتماعی,سلامت و بهداشت,8,11.39065
لرستان,رفاه و عدالت اجتماعی,مسکن و سرپناه,8,40.481373
لرستان,مسائل اجتماعی,جرم و ناامنی,7,16.586222
لرستان,مسائل اجتماعی,سلامت اجتماعی,7,21.468473
لرستان,مسائل اجتماعی,سبک زندگی و مصرف,7,9.0850687
لرستان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,7,21.519611
لرستان,مسائل اجتماعی,روابط و امنیت اجتماعی,7,44.727566
مازندران,معنویت و ارزش‌های دینی,باور دینی,4,35.741211
مازندران,معنویت و ارزش‌های دینی,عمل دینی,4,24.987179
مازندران,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,52.666939
مازندران,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,69.054565
مازندران,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,19.106833
مازندران,زندگی خانوادگی,تشکیل خانواده,5,14.976844
مازندران,زندگی خانوادگی,فرزندآوری,5,6.1640034
مازندران,زندگی خانوادگی,روابط خانوادگی,5,29.649199
مازندران,زندگی خانوادگی,پایداری خانواده,5,8.9375286
مازندران,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,38.726143
مازندران,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,18.048525
مازندران,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,16.349602
مازندران,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,46.945499
مازندران,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,4,16.782576
مازندران,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,4,3.0273707
مازندران,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,4,42.098186
مازندران,همبستگی و سرمایه اجتماعی,تعلق ملی,4,57.713501
مازندران,دانش و سرمایه انسانی,عدالت آموزشی,1,19.216799
مازندران,دانش و سرمایه انسانی,فراگیری آموزش,1,69.691811
مازندران,دانش و سرمایه انسانی,کیفیت آموزشی,1,14.869055
مازندران,معیشت و فرهنگ اقتصادی,الگوی مصرف,3,24.043478
مازندران,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,3,7.4970608
مازندران,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,3,28.7883
مازندران,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,3,18.601324
مازندران,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,3,37.575546
مازندران,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,1,28.067373
مازندران,رفاه و عدالت اجتماعی,حمایت اجتماعی,1,15.387814
مازندران,رفاه و عدالت اجتماعی,زیرساخت آموزشی,1,20.023327
مازندران,رفاه و عدالت اجتماعی,سلامت و بهداشت,1,50.749825
مازندران,رفاه و عدالت اجتماعی,مسکن و سرپناه,1,57.591053
مازندران,مسائل اجتماعی,جرم و ناامنی,2,23.459106
مازندران,مسائل اجتماعی,سلامت اجتماعی,2,22.849947
مازندران,مسائل اجتماعی,سبک زندگی و مصرف,2,33.867249
مازندران,مسائل اجتماعی,باورها و رفتارهای فرهنگی,2,22.01988
مازندران,مسائل اجتماعی,روابط و امنیت اجتماعی,2,10.220264
مرکزی,معنویت و ارزش‌های دینی,باور دینی,4,.78317171
مرکزی,معنویت و ارزش‌های دینی,عمل دینی,4,15.233073
مرکزی,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,35.32724
مرکزی,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,24.245829
مرکزی,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,17.958801
مرکزی,زندگی خانوادگی,تشکیل خانواده,5,3.7374411
مرکزی,زندگی خانوادگی,فرزندآوری,5,.10362604
مرکزی,زندگی خانوادگی,روابط خانوادگی,5,23.811071
مرکزی,زندگی خانوادگی,پایداری خانواده,5,14.159979
مرکزی,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,4.1384149
مرکزی,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,6.4063277
مرکزی,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,24.829937
مرکزی,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,11.090887
مرکزی,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,6,14.767463
مرکزی,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,6,10.02214
مرکزی,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,6,17.713261
مرکزی,همبستگی و سرمایه اجتماعی,تعلق ملی,6,17.662182
مرکزی,دانش و سرمایه انسانی,عدالت آموزشی,5,12.415118
مرکزی,دانش و سرمایه انسانی,فراگیری آموزش,5,23.680227
مرکزی,دانش و سرمایه انسانی,کیفیت آموزشی,5,38.592949
مرکزی,معیشت و فرهنگ اقتصادی,الگوی مصرف,4,2.1794281
مرکزی,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,4,13.800579
مرکزی,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,4,40.21529
مرکزی,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,4,11.686496
مرکزی,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,4,17.248861
مرکزی,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,6,4.9181461
مرکزی,رفاه و عدالت اجتماعی,حمایت اجتماعی,6,49.609764
مرکزی,رفاه و عدالت اجتماعی,زیرساخت آموزشی,6,.98810703
مرکزی,رفاه و عدالت اجتماعی,سلامت و بهداشت,6,37.149506
مرکزی,رفاه و عدالت اجتماعی,مسکن و سرپناه,6,48.111511
مرکزی,مسائل اجتماعی,جرم و ناامنی,7,7.6545353
مرکزی,مسائل اجتماعی,سلامت اجتماعی,7,20.885721
مرکزی,مسائل اجتماعی,سبک زندگی و مصرف,7,33.276913
مرکزی,مسائل اجتماعی,باورها و رفتارهای فرهنگی,7,19.485765
مرکزی,مسائل اجتماعی,روابط و امنیت اجتماعی,7,52.323139
هرمزگان,معنویت و ارزش‌های دینی,باور دینی,1,22.140265
هرمزگان,معنویت و ارزش‌های دینی,عمل دینی,1,1.2741997
هرمزگان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,1,19.211658
هرمزگان,معنویت و ارزش‌های دینی,مشارکت مذهبی,1,10.666433
هرمزگان,معنویت و ارزش‌های دینی,سبک زندگی دینی,1,17.534781
هرمزگان,زندگی خانوادگی,تشکیل خانواده,9,8.5679159
هرمزگان,زندگی خانوادگی,فرزندآوری,9,29.191181
هرمزگان,زندگی خانوادگی,روابط خانوادگی,9,23.690306
هرمزگان,زندگی خانوادگی,پایداری خانواده,9,5.6493788
هرمزگان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,6.9694152
هرمزگان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,5.4386916
هرمزگان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,20.303455
هرمزگان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,44.220211
هرمزگان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,5,30.12837
هرمزگان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,5,2.1456659
هرمزگان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,5,19.314232
هرمزگان,همبستگی و سرمایه اجتماعی,تعلق ملی,5,5.111043
هرمزگان,دانش و سرمایه انسانی,عدالت آموزشی,6,10.099632
هرمزگان,دانش و سرمایه انسانی,فراگیری آموزش,6,.14788018
هرمزگان,دانش و سرمایه انسانی,کیفیت آموزشی,6,4.1058993
هرمزگان,معیشت و فرهنگ اقتصادی,الگوی مصرف,5,59.226467
هرمزگان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,5,5.025177
هرمزگان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,5,6.1259904
هرمزگان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,5,.2092481
هرمزگان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,5,10.534353
هرمزگان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,10,1.0727311
هرمزگان,رفاه و عدالت اجتماعی,حمایت اجتماعی,10,4.6454363
هرمزگان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,10,12.813135
هرمزگان,رفاه و عدالت اجتماعی,سلامت و بهداشت,10,8.9832973
هرمزگان,رفاه و عدالت اجتماعی,مسکن و سرپناه,10,20.990175
هرمزگان,مسائل اجتماعی,جرم و ناامنی,5,23.10614
هرمزگان,مسائل اجتماعی,سلامت اجتماعی,5,66.601364
هرمزگان,مسائل اجتماعی,سبک زندگی و مصرف,5,4.6354933
هرمزگان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,5,32.146942
هرمزگان,مسائل اجتماعی,روابط و امنیت اجتماعی,5,14.550817
همدان,معنویت و ارزش‌های دینی,باور دینی,1,2.9250441
همدان,معنویت و ارزش‌های دینی,عمل دینی,1,5.1592007
همدان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,1,18.621935
همدان,معنویت و ارزش‌های دینی,مشارکت مذهبی,1,20.632307
همدان,معنویت و ارزش‌های دینی,سبک زندگی دینی,1,14.099578
همدان,زندگی خانوادگی,تشکیل خانواده,1,26.144611
همدان,زندگی خانوادگی,فرزندآوری,1,26.186029
همدان,زندگی خانوادگی,روابط خانوادگی,1,.00043630358
همدان,زندگی خانوادگی,پایداری خانواده,1,22.576347
همدان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,7,50.726738
همدان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,7,9.2114639
همدان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,7,5.8734884
همدان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,7,13.205258
همدان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,2,8.3262615
همدان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,2,4.0474372
همدان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,2,21.147755
همدان,همبستگی و سرمایه اجتماعی,تعلق ملی,2,4.1908851
همدان,دانش و سرمایه انسانی,عدالت آموزشی,5,16.506495
همدان,دانش و سرمایه انسانی,فراگیری آموزش,5,11.230941
همدان,دانش و سرمایه انسانی,کیفیت آموزشی,5,7.2386885
همدان,معیشت و فرهنگ اقتصادی,الگوی مصرف,4,46.25602
همدان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,4,40.795609
همدان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,4,14.974893
همدان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,4,28.680813
همدان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,4,2.4452863
همدان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,3,1.3206489
همدان,رفاه و عدالت اجتماعی,حمایت اجتماعی,3,5.5459108
همدان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,3,63.366089
همدان,رفاه و عدالت اجتماعی,سلامت و بهداشت,3,23.79295
همدان,رفاه و عدالت اجتماعی,مسکن و سرپناه,3,21.888159
همدان,مسائل اجتماعی,جرم و ناامنی,7,25.99011
همدان,مسائل اجتماعی,سلامت اجتماعی,7,2.1980259
همدان,مسائل اجتماعی,سبک زندگی و مصرف,7,7.7535009
همدان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,7,46.208374
همدان,مسائل اجتماعی,روابط و امنیت اجتماعی,7,24.369476
چهارمحال و بختیاری,معنویت و ارزش‌های دینی,باور دینی,1,54.315083
چهارمحال و بختیاری,معنویت و ارزش‌های دینی,عمل دینی,1,9.6301708
چهارمحال و بختیاری,معنویت و ارزش‌های دینی,هویت و پیوند دینی,1,4.838532
چهارمحال و بختیاری,معنویت و ارزش‌های دینی,مشارکت مذهبی,1,21.422951
چهارمحال و بختیاری,معنویت و ارزش‌های دینی,سبک زندگی دینی,1,5.3451333
چهارمحال و بختیاری,زندگی خانوادگی,تشکیل خانواده,9,22.351782
چهارمحال و بختیاری,زندگی خانوادگی,فرزندآوری,9,34.756985
چهارمحال و بختیاری,زندگی خانوادگی,روابط خانوادگی,9,20.409971
چهارمحال و بختیاری,زندگی خانوادگی,پایداری خانواده,9,11.263887
چهارمحال و بختیاری,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,11,.67652804
چهارمحال و بختیاری,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,11,15.026993
چهارمحال و بختیاری,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,11,20.643576
چهارمحال و بختیاری,مصرف فرهنگی و رسانه‌ای,مد و فراغت,11,75.776138
چهارمحال و بختیاری,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,6,45.181396
چهارمحال و بختیاری,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,6,17.702171
چهارمحال و بختیاری,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,6,1.3578814
چهارمحال و بختیاری,همبستگی و سرمایه اجتماعی,تعلق ملی,6,29.751915
چهارمحال و بختیاری,دانش و سرمایه انسانی,عدالت آموزشی,5,.48049492
چهارمحال و بختیاری,دانش و سرمایه انسانی,فراگیری آموزش,5,35.25502
چهارمحال و بختیاری,دانش و سرمایه انسانی,کیفیت آموزشی,5,29.153736
چهارمحال و بختیاری,معیشت و فرهنگ اقتصادی,الگوی مصرف,3,11.586798
چهارمحال و بختیاری,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,3,4.8288403
چهارمحال و بختیاری,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,3,4.5154166
چهارمحال و بختیاری,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,3,48.461666
چهارمحال و بختیاری,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,3,65.955048
چهارمحال و بختیاری,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,8,4.6738267
چهارمحال و بختیاری,رفاه و عدالت اجتماعی,حمایت اجتماعی,8,72.384674
چهارمحال و بختیاری,رفاه و عدالت اجتماعی,زیرساخت آموزشی,8,44.653008
چهارمحال و بختیاری,رفاه و عدالت اجتماعی,سلامت و بهداشت,8,33.053238
چهارمحال و بختیاری,رفاه و عدالت اجتماعی,مسکن و سرپناه,8,6.8445473
چهارمحال و بختیاری,مسائل اجتماعی,جرم و ناامنی,3,19.397789
چهارمحال و بختیاری,مسائل اجتماعی,سلامت اجتماعی,3,9.4889669
چهارمحال و بختیاری,مسائل اجتماعی,سبک زندگی و مصرف,3,4.8382831
چهارمحال و بختیاری,مسائل اجتماعی,باورها و رفتارهای فرهنگی,3,39.671627
چهارمحال و بختیاری,مسائل اجتماعی,روابط و امنیت اجتماعی,3,2.1971142
گلستان,معنویت و ارزش‌های دینی,باور دینی,5,16.807999
گلستان,معنویت و ارزش‌های دینی,عمل دینی,5,8.2500229
گلستان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,5,6.6804938
گلستان,معنویت و ارزش‌های دینی,مشارکت مذهبی,5,29.925718
گلستان,معنویت و ارزش‌های دینی,سبک زندگی دینی,5,23.347801
گلستان,زندگی خانوادگی,تشکیل خانواده,3,9.5604115
گلستان,زندگی خانوادگی,فرزندآوری,3,35.944283
گلستان,زندگی خانوادگی,روابط خانوادگی,3,46.391273
گلستان,زندگی خانوادگی,پایداری خانواده,3,34.603516
گلستان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,12.431431
گلستان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,20.368006
گلستان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,27.618555
گلستان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,20.692299
گلستان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,8,39.478588
گلستان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,8,33.328968
گلستان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,8,28.311443
گلستان,همبستگی و سرمایه اجتماعی,تعلق ملی,8,45.30175
گلستان,دانش و سرمایه انسانی,عدالت آموزشی,6,1.9637929
گلستان,دانش و سرمایه انسانی,فراگیری آموزش,6,3.2361329
گلستان,دانش و سرمایه انسانی,کیفیت آموزشی,6,10.13978
گلستان,معیشت و فرهنگ اقتصادی,الگوی مصرف,4,16.656616
گلستان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,4,1.6974235
گلستان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,4,19.179319
گلستان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,4,25.769081
گلستان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,4,3.8155565
گلستان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,5,14.612091
گلستان,رفاه و عدالت اجتماعی,حمایت اجتماعی,5,43.115604
گلستان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,5,22.951338
گلستان,رفاه و عدالت اجتماعی,سلامت و بهداشت,5,24.347584
گلستان,رفاه و عدالت اجتماعی,مسکن و سرپناه,5,18.01766
گلستان,مسائل اجتماعی,جرم و ناامنی,3,63.082859
گلستان,مسائل اجتماعی,سلامت اجتماعی,3,44.692749
گلستان,مسائل اجتماعی,سبک زندگی و مصرف,3,8.8347492
گلستان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,3,29.722658
گلستان,مسائل اجتماعی,روابط و امنیت اجتماعی,3,3.8297691
گیلان,معنویت و ارزش‌های دینی,باور دینی,2,2.3536823
گیلان,معنویت و ارزش‌های دینی,عمل دینی,2,3.9143193
گیلان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,2,13.88921
گیلان,معنویت و ارزش‌های دینی,مشارکت مذهبی,2,13.417867
